bango_key,bango_definition_ordinal,skill_name,scope,client_level_bands_json,client_cumulative_max_grades_json,client_incremental_grade_counts_json,client_schedule_format,client_max_grade,schedule_state,legacy_position,legacy_schedule_format,match_method,comparison_classification,verification_status,free_upgrade_status,bango_grade_json_status,notes,provenance,source_file,source_line
shaman-32,1,Ghost Fortification,shaman,"[50,52,54,56,58,60,62,64,66,68]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",50 52 54 56 58 60 62 64 66 68|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5494
shaman-34,1,Artillery,shaman,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5495
shaman-35,1,Lucky Trick,shaman,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5496
shaman-36,1,JigukKing,shaman,[50],[10],[10],50|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5497
shaman-37,1,JeungjangKing,shaman,[52],[10],[10],52|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5498
shaman-38,1,Amplification of Blood,shaman,[53],[10],[10],53|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5499
shaman-39,1,Wave of Emperor,shaman,[60],[10],[10],60|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5500
shaman-40,1,Gangshin Fortification,shaman,"[50,52,54,56,58,60,62,64,66,68]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",50 52 54 56 58 60 62 64 66 68|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5501
shaman-41,1,Bleeding Fortification,shaman,"[50,52,54]","[1,2,3]","[1,1,1]",50 52 54|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5502
shaman-42,1,Artillery,shaman,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5503
shaman-43,1,Lucky Trick,shaman,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5504
shaman-44,1,Collapse,shaman,"[70,72,74,76,78,80,82,84,86,88]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",70 72 74 76 78 80 82 84 86 88|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5505
shaman-45,1,Ruler,shaman,"[72,74,76,78,80,82,84,86,88,90]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",72 74 76 78 80 82 84 86 88 90|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5506
shaman-46,1,Six Souls,shaman,"[73,75,77,79,81,83,85,87,89,91]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",73 75 77 79 81 83 85 87 89 91|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5507
shaman-47,1,Exploding Spirit,shaman,"[74,76,78,80,82,84,86,88,90,92]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",74 76 78 80 82 84 86 88 90 92|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5508
shaman-48,1,Curse Amplification,shaman,"[70,72,74,76,78,80,82,84,86,88]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",70 72 74 76 78 80 82 84 86 88|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5509
shaman-49,1,None elemental Amplification,shaman,"[70,72,74,76,78,80,82,84,86,88]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",70 72 74 76 78 80 82 84 86 88|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5510
shaman-50,1,JigukKing of Taein,shaman,"[70,72,74,76,78,80,82,84,86,88]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",70 72 74 76 78 80 82 84 86 88|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5511
shaman-51,1,JeungjangKing of Taein,shaman,"[72,74,76,78,80,82,84,86,88,90]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",72 74 76 78 80 82 84 86 88 90|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5512
shaman-52,1,Soul Blow,shaman,"[73,75,77,79,81,83,85,87,89,91]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",73 75 77 79 81 83 85 87 89 91|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5513
shaman-53,1,Gangshin Ruling,shaman,"[70,72,74,76,78,80,82,84,86,88]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",70 72 74 76 78 80 82 84 86 88|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5514
shaman-90,1,Spirit Wave,shaman,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5515
shaman-92,1,Doggebi,shaman,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5516
shaman-91,1,4th Rising King,shaman,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5517
shaman-93,1,4th Gangshin,shaman,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5518
shaman-88,1,Cloud Move,shaman,[91],[1],[1],91|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5519
shaman-89,1,Devil Lucky Trick,shaman,[91],[1],[1],91|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5520
shaman-94,1,Attack of Dark Shadow,shaman,[96],[2],[2],96|2,2,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5521
shaman-70,1,Blessing of Son of the Sky,shaman,"[70,75,80,85,90,95,100]","[1,2,3,4,5,6,7]","[1,1,1,1,1,1,1]",70 75 80 85 90 95 100|1 1 1 1 1 1 1,7,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5522
shaman-71,1,Blessing of Son of the Sky,shaman,"[70,75,80,85,90,95,100]","[1,2,3,4,5,6,7]","[1,1,1,1,1,1,1]",70 75 80 85 90 95 100|1 1 1 1 1 1 1,7,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5523
shaman-30,1,Life Extension,shaman,"[50,55,60,65,70]","[1,2,3,4,5]","[1,1,1,1,1]",50 55 60 65 70|1 1 1 1 1,5,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5524
shaman-85,1,Mystery Skill of Accuracy,shaman,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5525
shaman-86,1,Mystery skill of Evasion,shaman,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5526
shaman-87,1,Mystery skill of Defense,shaman,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5527
gale-73,1,High Class Hiding,gale,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5569
gale-74,1,ZilPoong,gale,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5570
gale-75,1,ShinRhoe,gale,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5571
gunchi-64,1,Lightning Wave,gunchi,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5573
gunchi-65,1,Icy Storm,gunchi,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5595
gunchi-66,1,Phoenix,gunchi,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5617
yungsang-67,1,Hard Hit,yungsang,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5639
yungsang-68,1,Destruction,yungsang,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5661
yungsang-69,1,Rage,yungsang,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5683
tuguk-70,1,Earth Thorn,tuguk,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5706
tuguk-71,1,Shadow Canine,tuguk,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5728
tuguk-72,1,Adamant,tuguk,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5751
yungsang-73,1,Revolve Attack,yungsang,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5774
gale-74,2,Whirlwind Feather,gale,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5798
tuguk-75,1,Blood Suction,tuguk,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5822
gunchie-76,1,Thunderbolt,gunchi,[1],[1],[1],1|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5846
monster-0,1,占쏙옙占쏙옙占쏙옙占쏙옙 占싻놂옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5874
monster-1,1,占쏙옙占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5883
monster-2,1,占쏙옙占쏙옙占쏙옙 占쏙옙환,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5892
monster-3,1,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙림,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5901
monster-4,1,占쏙옙占쏙옙占싱듸옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5910
monster-5,1,혼占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5919
monster-6,1,占쏙옙占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5928
monster-7,1,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙호,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5937
monster-8,1,占쏙옙화,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5946
monster-9,1,占쏙옙占쏙옙占쏙옙풍,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5955
monster-10,1,占쏙옙占쏙옙占쏙옙풍,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5964
monster-11,1,화占쏙옙占쏙옙풍,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5973
monster-13,1,占쏙옙占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5982
monster-14,1,占쏙옙占쏙옙占쏙옙화,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,5991
monster-15,1,占쏙옙占쏙옙占쏙옙?,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6000
monster-16,1,占쏙옙 占쏙옙환,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6009
monster-17,1,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6018
monster-18,1,占쌍두몌옙占쏙옙1,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6027
monster-19,1,占쌍두몌옙占쏙옙2,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6036
monster-20,1,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙림,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6045
monster-21,1,화占쏙옙占쏙옙 占쏙옙환,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6054
monster-22,1,占쏙옙占쏙옙 占쏙옙占쏘리,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6063
monster-23,1,占쏙옙占쏙옙占쏙옙화,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6072
monster-24,1,占싻몌옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6081
monster-25,1,占쌀듸옙占쏙옙 占쌩삼옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6090
monster-26,1,占쏙옙占쏙옙占쏙옙 占쌀깍옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6099
monster-27,1,占쏙옙占쏙옙占쏙옙 占쌀깍옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6108
monster-28,1,占쏙옙占쏙옙 占쏙옙환,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6117
monster-29,1,占쏙옙占쌘쇽옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6126
monster-30,1,환占쌘쇽옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6135
monster-31,1,화占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6144
monster-32,1,占쏙옙釜占\xbd?,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6153
monster-33,1,占쏙옙화占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6162
monster-34,1,화占쏙옙占쏙옙占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6171
monster-35,1,占쏙옙占쏙옙占쏙옙占쏙옙 占쌩삼옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6180
monster-36,1,占쏙옙호占쏙옙천占쏙옙 占쏙옙탄 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6189
monster-41,1,占쌩몌옙占쏙옙 占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6198
monster-42,1,占쏙옙혼占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6207
monster-43,1,占쌩몌옙占쏙옙 占쏙옙占쏙옙_占쏙옙占쏙옙,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6218
monster-44,1,占쏙옙占쏙옙占쏙옙 혼,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6228
monster-45,1, 占쏙옙효 ,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6237
monster-46,1,占쏙옙占쏙옙치占쏙옙 ,monster,[],[],[],,,no-client-grade-schedule,,,none,no-legacy-twin,contested,not-established,advancement-gating-metadata-not-skill-grade-budget,No level or maximum-grade schedule is present in the client record; monster/runtime grade selection is server-side.,bango-file,jobsystem.dat,6247
